PARTYEAR,Month_Ending,FY_Start_Date,FY_End_Date,TRETSPEF,TRETSPEF_DESCRIPTION,FCE,FCEs_With_Procedure,Ordinary_Admission_Episodes,FCE_DAY_CASES,FCE_DAY_WITH_PROCEDURE,FAE,EMERGENCY,Total_Appointments,Attended_Appointments,DNA_Appointments,First_Attendance,Follow_Up_Attendance,Latest_Month_Flag
202107,30APR21,01APR21,31MAR22,108,Spinal Surgery Service,3918,3298,2175,1743,1659,3588,706,32428,25604,1718,7973,17631,1
202107,30APR21,01APR21,31MAR22,109,Bariatric Surgery Service,27,27,23,4,4,27,2,303,269,21,27,242,1
202107,30APR21,01APR21,31MAR22,110,Trauma and Orthopaedic Service,71905,60635,47621,24284,23132,64993,23029,652685,524313,38844,188967,335340,1
202107,30APR21,01APR21,31MAR22,111,Orthopaedic Service,3,2,3,0,0,2,2,56,13,0,0,13,1
202107,30APR21,01APR21,31MAR22,113,Endocrine Surgery Service,,,,,,,,82,51,6,32,19,1
202107,30APR21,01APR21,31MAR22,115,Trauma Surgery Service,1,1,1,0,0,0,0,,,,,,
202107,30APR21,01APR21,31MAR22,120,Ear Nose and Throat Service,16151,13116,8820,7331,6945,15467,5056,259741,194948,18831,80196,114751,1
202107,30APR21,01APR21,31MAR22,130,Ophthalmology Service,58070,55380,2584,55486,53659,57878,1067,767504,598231,51337,142754,455411,1
202107,30APR21,01APR21,31MAR22,140,Oral Surgery Service,9586,8921,1383,8203,7800,9459,696,81396,61432,6872,26651,34781,1
202107,30APR21,01APR21,31MAR22,141,Restorative Dentistry Service,517,504,7,510,500,514,0,28534,22002,1716,3497,18505,1
202107,30APR21,01APR21,31MAR22,142,Paediatric Dentistry Service,1272,1172,40,1232,1135,1271,5,10582,7878,918,2537,5341,1
202107,30APR21,01APR21,31MAR22,143,Orthodontic Service,45,38,8,37,34,44,6,63706,48752,4186,3278,45473,1
202107,30APR21,01APR21,31MAR22,144,Maxillofacial Surgery Service,6663,5760,2425,4238,3997,6497,1486,54313,39894,4582,14650,25244,1
202107,30APR21,01APR21,31MAR22,145,Oral and Maxillofacial Surgery Service,199,175,52,147,143,195,32,695,647,38,242,404,1
202107,30APR21,01APR21,31MAR22,150,Neurosurgical Service,6523,5343,5553,970,893,5203,1900,37389,28554,2023,9172,19382,1
202107,30APR21,01APR21,31MAR22,160,Plastic Surgery Service,16416,14572,5189,11227,10646,16041,3392,101954,78856,6149,24492,54363,1
202107,30APR21,01APR21,31MAR22,161,Burns Care Service,418,251,388,30,30,391,305,6551,5492,349,1338,4154,1
202107,30APR21,01APR21,31MAR22,170,Cardiothoracic Surgery Service,752,624,744,8,5,480,81,4387,3480,133,1204,2276,1
202107,30APR21,01APR21,31MAR22,171,Paediatric Surgery Service,4349,3326,2698,1651,1551,3887,1374,19396,14526,1309,6113,8413,1
202107,30APR21,01APR21,31MAR22,172,Cardiac Surgery Service,2302,1918,2277,25,23,1605,248,6948,5707,222,1640,4067,1
202107,30APR21,01APR21,31MAR22,173,Thoracic Surgery Service,2073,1785,1968,105,81,1843,268,6754,5586,277,1527,4059,1
202107,30APR21,01APR21,31MAR22,174,Cardiothoracic Transplantation Service,205,175,158,47,45,186,59,1604,1119,25,34,1085,1
202107,30APR21,01APR21,31MAR22,180,Emergency Medicine Service,58406,13774,58344,62,46,57646,57526,20464,17681,1030,14027,3654,1
202107,30APR21,01APR21,31MAR22,190,Anaesthetic Service,1114,670,426,688,389,859,137,96138,79504,3718,35098,44406,1
202107,30APR21,01APR21,31MAR22,191,Pain Management Service,9266,8910,172,9094,8775,9160,50,76118,59913,6549,15064,44828,1
202107,30APR21,01APR21,31MAR22,192,Intensive Care Medicine Service,3222,1983,3218,4,3,1087,959,1908,1618,110,1054,564,1
202107,30APR21,01APR21,31MAR22,199,"Non-UK Provider; specialty function not known, tre",700,0,700,0,0,206,58,36,0,10,0,0,1
202107,30APR21,01APR21,31MAR22,211,Paediatric Urology Service,1557,1410,449,1108,1042,1534,127,9872,7039,837,2146,4893,1
202107,30APR21,01APR21,31MAR22,212,Paediatric Transplantation Surgery Service,11,5,6,5,0,8,0,18,7,0,0,7,1
202107,30APR21,01APR21,31MAR22,213,Paediatric Gastrointestinal Surgery Service,,,,,,,,3,2,1,0,2,1
202107,30APR21,01APR21,31MAR22,214,Paediatric Trauma and Orthopaedic Service,2220,1916,1535,685,625,2112,794,38705,29455,2850,12111,17344,1
202107,30APR21,01APR21,31MAR22,215,Paediatric Ear Nose and Throat Service,1899,1692,870,1029,985,1854,243,18865,13258,1642,4720,8538,1
202107,30APR21,01APR21,31MAR22,216,Paediatric Ophthalmology Service,501,462,86,415,396,497,31,44993,32293,5134,8519,23774,1
202107,30APR21,01APR21,31MAR22,217,Paediatric Oral and Maxillofacial Surgery Service,354,318,189,165,162,350,148,2114,1553,144,596,957,1
202107,30APR21,01APR21,31MAR22,218,Paediatric Neurosurgery Service,720,613,525,195,178,598,141,2931,2340,149,487,1853,1
202107,30APR21,01APR21,31MAR22,219,Paediatric Plastic Surgery Service,1540,1355,832,708,651,1516,515,10213,8413,606,2682,5731,1
202107,30APR21,01APR21,31MAR22,220,Paediatric Burns Care Service,272,227,232,40,40,264,195,2651,2356,116,523,1833,1
202107,30APR21,01APR21,31MAR22,221,Paediatric Cardiac Surgery Service,320,278,303,17,5,199,5,216,180,7,78,102,1
202107,30APR21,01APR21,31MAR22,222,Paediatric Thoracic Surgery Service,8,5,8,0,0,5,2,13,10,1,2,8,1
202107,30APR21,01APR21,31MAR22,223,Paediatric Epilepsy Service,59,42,40,19,15,56,11,5152,3956,333,616,3340,1
202107,30APR21,01APR21,31MAR22,240,Paediatric Palliative Medicine Service,,,,,,,,3,2,0,0,2,1
202107,30APR21,01APR21,31MAR22,241,Paediatric Pain Management Service,,,,,,,,427,332,35,63,268,1
202107,30APR21,01APR21,31MAR22,242,Paediatric Intensive Care Service,746,543,746,0,0,304,239,208,190,17,20,170,1
202107,30APR21,01APR21,31MAR22,251,Paediatric Gastroenterology Service,2405,2124,469,1936,1800,2328,113,12440,9167,820,1763,7404,1
202107,30APR21,01APR21,31MAR22,252,Paediatric Endocrinology Service,1039,946,158,881,841,1015,31,9825,7417,706,1332,6085,1
202107,30APR21,01APR21,31MAR22,253,Paediatric Clinical Haematology Service,2756,2373,603,2153,2011,2675,262,8605,6921,481,831,6090,1
202107,30APR21,01APR21,31MAR22,254,Paediatric Audio Vestibular Medicine Service,33,31,4,29,29,33,1,8075,6009,749,2258,3751,1
202107,30APR21,01APR21,31MAR22,255,Paediatric Clinical Immunology and Allergy Service,878,610,28,850,592,872,6,10619,7058,827,2178,4880,1
202107,30APR21,01APR21,31MAR22,256,Paediatric Infectious Diseases Service,119,43,57,62,13,97,31,1070,821,77,221,600,1
202107,30APR21,01APR21,31MAR22,257,Paediatric Dermatology Service,282,201,67,215,147,282,6,17032,12074,1427,3939,8135,1
202107,30APR21,01APR21,31MAR22,258,Paediatric Respiratory Medicine Service,1524,1112,1242,282,248,1379,297,15342,11325,1286,2878,8447,1
202107,30APR21,01APR21,31MAR22,259,Paediatric Nephrology Service,1027,872,308,719,669,940,109,6965,5278,402,668,4610,1
202107,30APR21,01APR21,31MAR22,260,Paediatric Medical Oncology Service,3958,3331,1111,2847,2600,3852,411,7372,6278,249,308,5970,1
202107,30APR21,01APR21,31MAR22,261,Paediatric Inherited Metabolic Medicine Service,208,162,68,140,123,198,16,1816,1428,112,130,1298,1
202107,30APR21,01APR21,31MAR22,262,Paediatric Rheumatology Service,763,645,85,678,577,758,14,5668,4329,381,804,3470,1
202107,30APR21,01APR21,31MAR22,263,Paediatric Diabetes Service,95,6,90,5,5,73,60,13348,10605,909,352,10253,1
202107,30APR21,01APR21,31MAR22,264,Paediatric Cystic Fibrosis Service,107,75,55,52,40,98,19,1749,1331,61,34,1297,1
202107,30APR21,01APR21,31MAR22,270,Paediatric Emergency Medicine Service,,,,,,,,11,9,0,7,2,1
202107,30APR21,01APR21,31MAR22,280,Paediatric Interventional Radiology Service,88,86,43,45,44,61,1,203,141,0,47,94,1
202107,30APR21,01APR21,31MAR22,290,Community Paediatric Service,33,28,7,26,24,33,1,31850,25661,2452,5607,20054,1
202107,30APR21,01APR21,31MAR22,291,Paediatric Neurodisability Service,32,30,11,21,20,32,2,7999,6234,569,1269,4965,1
202107,30APR21,01APR21,31MAR22,300,General Internal Medicine Service,314844,97830,298631,16213,13806,225639,206723,134721,113053,6163,48377,64676,1
202107,30APR21,01APR21,31MAR22,301,Gastroenterology Service,119931,102672,25755,94176,90947,99478,3478,246364,190239,16408,64542,125682,1
202107,30APR21,01APR21,31MAR22,302,Endocrinology Service,12216,5338,9539,2677,2538,5315,2542,79318,57222,6003,13205,44016,1
202107,30APR21,01APR21,31MAR22,303,Clinical Haematology Service,53153,48337,6894,46259,44261,50874,2597,215270,177227,9121,19982,157245,1
202107,30APR21,01APR21,31MAR22,304,Clinical Physiology Service,1,0,1,0,0,1,0,57855,44974,3613,22410,22564,1
202107,30APR21,01APR21,31MAR22,305,Clinical Pharmacology Service,506,228,450,56,55,193,88,1385,1081,98,231,850,1
202107,30APR21,01APR21,31MAR22,306,Hepatology Service,3459,2291,2110,1349,1221,1935,258,41292,29564,4862,6041,23523,1
202107,30APR21,01APR21,31MAR22,307,Diabetes Service,6147,1951,5742,405,377,2406,1903,130459,101438,11599,15735,85703,1
202107,30APR21,01APR21,31MAR22,308,Blood and Marrow Transplantation Service,514,446,221,293,265,472,37,3506,2979,85,148,2831,1
202107,30APR21,01APR21,31MAR22,309,Haemophilia Service,269,256,31,238,237,261,17,4158,3173,346,395,2778,1
202107,30APR21,01APR21,31MAR22,310,Audio Vestibular Medicine Service,1,0,0,1,0,1,0,30954,24860,1710,8290,16570,1
202107,30APR21,01APR21,31MAR22,311,Clinical Genetics Service,16,12,2,14,11,15,1,9364,7748,557,4449,3299,1
202107,30APR21,01APR21,31MAR22,313,Clinical Immunology and Allergy Service,736,683,15,721,673,734,9,4946,3617,456,1058,2559,1
202107,30APR21,01APR21,31MAR22,314,Rehabilitation Medicine Service,5041,2627,4940,101,47,2646,514,23814,18440,1706,3768,14672,1
202107,30APR21,01APR21,31MAR22,315,Palliative Medicine Service,794,169,779,15,14,345,201,9805,9097,181,1934,7163,1
202107,30APR21,01APR21,31MAR22,316,Clinical Immunology Service,640,630,5,635,626,640,1,3143,2401,246,402,1999,1
202107,30APR21,01APR21,31MAR22,317,Allergy Service,628,590,16,612,577,628,7,10416,7641,1002,2834,4807,1
202107,30APR21,01APR21,31MAR22,318,Intermediate Care Service,1215,311,1215,0,0,618,47,80433,79784,500,11640,68144,1
202107,30APR21,01APR21,31MAR22,319,Respite Care Service,242,0,242,0,0,242,0,1,1,0,0,1,1
202107,30APR21,01APR21,31MAR22,320,Cardiology Service,55006,35961,40368,14638,13884,30492,11370,372908,294889,22328,119977,174910,1
202107,30APR21,01APR21,31MAR22,321,Paediatric Cardiology Service,1134,950,718,416,369,859,113,21343,15838,1312,4382,11456,1
202107,30APR21,01APR21,31MAR22,322,Clinical Microbiology Service,16,14,6,10,10,14,2,8566,6890,659,3791,3099,1
202107,30APR21,01APR21,31MAR22,323,Spinal Injuries Service,213,184,181,32,32,177,28,2422,2001,113,193,1808,1
202107,30APR21,01APR21,31MAR22,324,Anticoagulant Service,5,5,3,2,2,4,2,67584,59812,3547,4969,54843,1
202107,30APR21,01APR21,31MAR22,325,Sport and Exercise Medicine Service,885,331,880,5,5,819,810,1641,1088,87,374,714,1
202107,30APR21,01APR21,31MAR22,326,Acute Internal Medicine Service,5772,1244,5768,4,4,4544,4523,2772,2612,129,2108,504,1
202107,30APR21,01APR21,31MAR22,327,Cardiac Rehabilitation Service,,,,,,,,9793,8153,604,1660,6493,1
202107,30APR21,01APR21,31MAR22,328,Stroke Medicine Service,11831,6917,11811,20,17,5637,5371,9227,7412,537,3703,3709,1
202107,30APR21,01APR21,31MAR22,329,Transient Ischaemic Attack Service,131,86,129,2,2,86,75,9489,8292,345,6592,1700,1
202107,30APR21,01APR21,31MAR22,330,Dermatology Service,11427,10853,289,11138,10686,11331,57,335238,260115,19301,84161,175946,1
202107,30APR21,01APR21,31MAR22,331,Congenital Heart Disease Service,88,80,59,29,27,80,14,6191,3887,431,700,3187,1
202107,30APR21,01APR21,31MAR22,340,Respiratory Medicine Service,40910,16863,35071,5839,4921,15038,7958,218417,167426,15193,52570,114856,1
202107,30APR21,01APR21,31MAR22,341,Respiratory Physiology Service,722,610,432,290,195,709,7,51030,39747,4026,13018,26729,1
202107,30APR21,01APR21,31MAR22,342,Pulmonary Rehabilitation Service,,,,,,,,2732,2337,100,306,2031,1
202107,30APR21,01APR21,31MAR22,343,Adult Cystic Fibrosis Service,376,172,182,194,84,328,66,2301,1820,198,43,1777,1
202107,30APR21,01APR21,31MAR22,344,Complex Specialised Rehabilitation Service,153,149,37,116,112,134,3,941,844,75,153,691,1
202107,30APR21,01APR21,31MAR22,345,Specialist Rehabilitation Service,23,21,23,0,0,9,0,563,488,49,29,459,1
202107,30APR21,01APR21,31MAR22,346,Local Specialist Rehabilitation Service,25,13,25,0,0,4,1,144,132,12,21,111,1
202107,30APR21,01APR21,31MAR22,347,Sleep Medicine Service,,,,,,,,93,81,10,13,68,1
202107,30APR21,01APR21,31MAR22,348,Post-COVID-19 Syndrome Service,,,,,,,,377,309,61,241,68,1
202107,30APR21,01APR21,31MAR22,350,Infectious Diseases Service,3040,1203,2710,330,290,1021,617,56656,42593,4938,10610,31983,1
202107,30APR21,01APR21,31MAR22,352,Tropical Medicine Service,47,22,45,2,2,18,16,351,320,28,106,214,1
202107,30APR21,01APR21,31MAR22,360,Genitourinary Medicine Service,117,70,94,23,23,58,18,9767,8031,1073,1140,6891,1
202107,30APR21,01APR21,31MAR22,361,Renal Medicine Service,15161,9736,11379,3782,3521,8715,3060,112360,88193,6549,8400,79792,1
202107,30APR21,01APR21,31MAR22,370,Medical Oncology Service,34995,31296,5262,29733,28280,34082,3293,204861,173693,3458,13780,159913,1
202107,30APR21,01APR21,31MAR22,371,Nuclear Medicine Service,38,38,19,19,19,38,0,3156,2734,58,1306,1428,1
202107,30APR21,01APR21,31MAR22,400,Neurology Service,13301,11279,5070,8231,7996,11352,2240,174566,128340,12264,36483,91857,1
202107,30APR21,01APR21,31MAR22,401,Clinical Neurophysiology Service,114,104,33,81,74,112,2,19550,16251,1515,14858,1393,1
202107,30APR21,01APR21,31MAR22,410,Rheumatology Service,10960,9881,1304,9656,9268,10270,301,232427,172536,12849,26321,146213,1
202107,30APR21,01APR21,31MAR22,420,Paediatric Service,54441,10261,50244,4197,3255,51258,40803,181223,139489,14036,61408,78073,1
202107,30APR21,01APR21,31MAR22,421,Paediatric Neurology Service,1032,830,391,641,555,934,118,10690,7948,671,1764,6184,1
202107,30APR21,01APR21,31MAR22,422,Neonatal Critical Care Service,13983,5401,13971,12,11,10933,615,7358,5929,451,2087,3842,1
202107,30APR21,01APR21,31MAR22,424,Well Baby Service,34644,1375,34641,3,2,34088,313,2435,1891,264,677,1214,1
202107,30APR21,01APR21,31MAR22,430,Elderly Medicine Service,72872,22620,71870,1002,784,25435,23127,35172,26719,1972,11902,14816,1
202107,30APR21,01APR21,31MAR22,431,Orthogeriatric Medicine Service,2,2,2,0,0,2,2,,,,,,
202107,30APR21,01APR21,31MAR22,450,Dental Medicine Service,301,293,9,292,285,300,3,9587,7272,962,2495,4777,1
202107,30APR21,01APR21,31MAR22,460,Medical Ophthalmology Service,622,618,3,619,615,621,0,10052,7636,867,1137,6499,1
202107,30APR21,01APR21,31MAR22,499,"Non-UK Provider; specialty function not known, tre",8,0,8,0,0,8,8,,,,,,
202107,30APR21,01APR21,31MAR22,501,Obstetrics Service,79224,43965,78791,433,393,76298,1269,370232,304027,20522,78332,225653,1
202107,30APR21,01APR21,31MAR22,502,Gynaecology Service,37378,24352,24185,13193,12084,35993,15832,349801,271998,19624,127945,144045,1
202107,30APR21,01APR21,31MAR22,503,Gynaecological Oncology Service,1557,1404,1157,400,381,1471,68,26425,20451,1215,8596,11855,1
202107,30APR21,01APR21,31MAR22,505,Fetal Medicine Service,1,1,0,1,1,1,0,,,,,,
202107,30APR21,01APR21,31MAR22,560,Midwifery Service,17310,7146,17296,14,3,16465,183,315083,259884,15230,54205,205679,1
202107,30APR21,01APR21,31MAR22,650,Physiotherapy Service,26,20,7,19,17,24,5,359902,299391,28025,90370,209021,1
202107,30APR21,01APR21,31MAR22,651,Occupational Therapy Service,2,2,2,0,0,2,1,40492,34087,2953,10271,23816,1
202107,30APR21,01APR21,31MAR22,652,Speech and Language Therapy Service,1,0,1,0,0,0,0,19225,16819,679,3356,13437,1
202107,30APR21,01APR21,31MAR22,653,Podiatry Service,273,248,4,269,244,273,0,58004,48726,2908,7182,41544,1
202107,30APR21,01APR21,31MAR22,654,Dietetics Service,2,1,1,1,1,1,0,63661,53679,4546,14885,38794,1
202107,30APR21,01APR21,31MAR22,655,Orthoptics Service,2,2,2,0,0,2,1,45859,33260,5153,7733,25527,1
202107,30APR21,01APR21,31MAR22,656,Clinical Psychology Service,2,0,2,0,0,1,0,17369,14494,1350,2399,12095,1
202107,30APR21,01APR21,31MAR22,657,Prosthetics Service,,,,,,,,1170,983,48,123,860,1
202107,30APR21,01APR21,31MAR22,658,Orthotics Service,2,1,2,0,0,2,2,24999,20078,1712,6807,13271,1
202107,30APR21,01APR21,31MAR22,659,Dramatherapy Service,,,,,,,,2,1,0,0,1,1
202107,30APR21,01APR21,31MAR22,660,Art Therapy Service,,,,,,,,11,11,0,0,11,1
202107,30APR21,01APR21,31MAR22,661,Music Therapy Service,,,,,,,,2,2,0,0,2,1
202107,30APR21,01APR21,31MAR22,662,Optometry Service,1,1,0,1,1,1,0,8682,6809,697,2138,4671,1
202107,30APR21,01APR21,31MAR22,663,Podiatric Surgery Service,130,126,3,127,123,130,0,2152,1495,144,270,1225,1
202107,30APR21,01APR21,31MAR22,675,Cardiac Physiology Service,,,,,,,,1605,1392,66,391,999,1
202107,30APR21,01APR21,31MAR22,677,Gastrointestinal Physiology Service,,,,,,,,7,7,0,7,0,1
202107,30APR21,01APR21,31MAR22,700,Learning Disability Service,217,0,200,17,0,189,39,13334,11354,844,3085,8269,1
202107,30APR21,01APR21,31MAR22,710,Adult Mental Health Service,5134,21,5133,1,0,3703,2841,130835,102566,14511,12800,89766,1
202107,30APR21,01APR21,31MAR22,711,Child and Adolescent Psychiatry Service,140,4,137,3,2,104,46,38615,32471,3313,5397,27074,1
202107,30APR21,01APR21,31MAR22,712,Forensic Psychiatry Service,94,0,94,0,0,44,10,1763,1592,78,235,1357,1
202107,30APR21,01APR21,31MAR22,713,Medical Psychotherapy Service,6,6,0,6,6,6,0,4732,3615,337,476,3139,1
202107,30APR21,01APR21,31MAR22,715,Old Age Psychiatry Service,802,19,801,1,1,636,381,23118,19321,863,3666,15655,1
202107,30APR21,01APR21,31MAR22,720,Eating Disorders Service,3,0,3,0,0,3,0,1059,922,44,121,801,1
202107,30APR21,01APR21,31MAR22,721,Addiction Service,28,17,28,0,0,28,0,286,131,99,40,91,1
202107,30APR21,01APR21,31MAR22,722,Liaison Psychiatry Service,1,0,1,0,0,1,1,1323,1178,67,398,780,1
202107,30APR21,01APR21,31MAR22,723,Psychiatric Intensive Care Service,37,1,37,0,0,20,9,,,,,,
202107,30APR21,01APR21,31MAR22,724,Perinatal Mental Health Service,18,0,18,0,0,15,5,657,458,92,46,412,1
202107,30APR21,01APR21,31MAR22,725,Mental Health Recovery and Rehabilitation Service,3,0,3,0,0,3,0,351,249,34,43,206,1
202107,30APR21,01APR21,31MAR22,727,Dementia Assessment Service,0,0,0,0,0,0,0,550,459,29,154,305,1
202107,30APR21,01APR21,31MAR22,800,Clinical Oncology Service,32738,29213,4592,28146,26872,31449,2351,260888,230136,4128,32888,197247,1
202107,30APR21,01APR21,31MAR22,811,Interventional Radiology Service,5343,5056,1303,4040,3903,4462,58,6952,6359,215,4028,2331,1
202107,30APR21,01APR21,31MAR22,812,Diagnostic Imaging Service,831,772,89,742,700,785,3,414126,395207,4634,208698,186509,1
202107,30APR21,01APR21,31MAR22,822,Chemical Pathology Service,365,309,62,303,298,336,31,9370,6641,845,1670,4971,1
202107,30APR21,01APR21,31MAR22,834,Medical Virology Service,,,,,,,,28091,21544,1524,13101,8443,1
202107,30APR21,01APR21,31MAR22,840,Audiology Service,,,,,,,,108809,97916,4666,38278,59638,1
202107,30APR21,01APR21,31MAR22,920,Diabetic Education Service,3,0,3,0,0,3,3,227,204,14,77,127,1
202099,31MAR21,01APR20,31MAR21,&,Not Known,617,330,465,152,111,563,108,11437,9567,645,1754,7782,1
202099,31MAR21,01APR20,31MAR21,100,General Surgery Service,106889,71775,69272,37617,35077,95097,50832,242552,195698,13123,74216,121482,1
202099,31MAR21,01APR20,31MAR21,101,Urology Service,51693,41889,24033,27660,25268,47735,11160,327756,253006,17208,72249,180757,1
202099,31MAR21,01APR20,31MAR21,102,Transplant Surgery Service,938,707,744,194,183,723,294,8250,6432,476,517,5915,1
202099,31MAR21,01APR20,31MAR21,103,Breast Surgery Service,5515,5307,1755,3760,3650,5454,98,162136,135296,6547,69710,65586,1
202099,31MAR21,01APR20,31MAR21,104,Colorectal Surgery Service,23833,19988,8083,15750,14912,21581,3478,106099,83511,5636,37875,45636,1
202099,31MAR21,01APR20,31MAR21,105,Hepatobiliary and Pancreatic Surgery Service,2571,1734,2246,325,297,1698,746,9445,7359,500,1836,5523,1
202099,31MAR21,01APR20,31MAR21,106,Upper Gastrointestinal Surgery Service,7719,6127,3616,4103,3915,6646,1756,21628,16855,1526,7398,9457,1
202099,31MAR21,01APR20,31MAR21,107,Vascular Surgery Service,7242,5519,5416,1826,1648,5774,2256,56689,41753,3628,17607,24146,1
202099,31MAR21,01APR20,31MAR21,108,Spinal Surgery Service,3549,2970,2000,1549,1484,3232,670,32711,25852,1629,8257,17595,1
202099,31MAR21,01APR20,31MAR21,109,Bariatric Surgery Service,,,,,,,,9,7,2,0,7,1
202099,31MAR21,01APR20,31MAR21,110,Trauma and Orthopaedic Service,61971,52005,40553,21418,20472,55578,20828,645140,519992,36662,176484,343502,1
202099,31MAR21,01APR20,31MAR21,111,Orthopaedic Service,,,,,,,,1,1,0,0,1,1
202099,31MAR21,01APR20,31MAR21,120,Ear Nose and Throat Service,15055,12045,8351,6704,6341,14343,4917,281198,211860,20413,86507,125353,1
202099,31MAR21,01APR20,31MAR21,130,Ophthalmology Service,56375,53517,2466,53909,51895,56177,905,814110,630100,54633,149048,479221,1
202099,31MAR21,01APR20,31MAR21,140,Oral Surgery Service,8151,7536,1230,6921,6555,8035,686,82653,63817,6336,27506,35592,1
202099,31MAR21,01APR20,31MAR21,141,Restorative Dentistry Service,416,405,7,409,399,415,1,32317,24780,1764,3560,19378,1
202099,31MAR21,01APR20,31MAR21,142,Paediatric Dentistry Service,1404,1265,39,1365,1227,1404,4,11637,8547,1149,2436,5941,1
202099,31MAR21,01APR20,31MAR21,143,Orthodontic Service,39,36,5,34,34,38,3,67502,51521,4263,3559,47791,1
202099,31MAR21,01APR20,31MAR21,144,Maxillofacial Surgery Service,6692,5789,2180,4512,4211,6509,1354,59774,44603,4592,16812,27791,1
202099,31MAR21,01APR20,31MAR21,145,Oral and Maxillofacial Surgery Service,5,5,0,5,5,5,0,5,5,0,5,0,1
202099,31MAR21,01APR20,31MAR21,150,Neurosurgical Service,6300,5236,5371,929,855,4981,1868,42438,32200,2140,10427,21773,1
202099,31MAR21,01APR20,31MAR21,160,Plastic Surgery Service,17469,15429,4826,12643,11720,17153,3296,103463,79406,5802,23534,55486,1
202099,31MAR21,01APR20,31MAR21,161,Burns Care Service,447,276,410,37,35,405,317,6814,5688,350,1348,4340,1
202099,31MAR21,01APR20,31MAR21,170,Cardiothoracic Surgery Service,737,629,723,14,10,514,93,4551,3618,136,1223,2395,1
202099,31MAR21,01APR20,31MAR21,171,Paediatric Surgery Service,4246,3271,2639,1607,1509,3742,1289,21730,16069,1421,6696,9373,1
202099,31MAR21,01APR20,31MAR21,172,Cardiac Surgery Service,1995,1646,1977,18,12,1352,251,7185,5820,226,1639,4181,1
202099,31MAR21,01APR20,31MAR21,173,Thoracic Surgery Service,1896,1657,1818,78,73,1687,251,6643,5605,242,1497,4108,1
202099,31MAR21,01APR20,31MAR21,174,Cardiothoracic Transplantation Service,191,157,147,44,42,179,62,1833,1412,38,43,1369,1
202099,31MAR21,01APR20,31MAR21,180,Emergency Medicine Service,55091,12988,55038,53,42,54302,54191,18937,16177,906,11869,4308,1
202099,31MAR21,01APR20,31MAR21,190,Anaesthetic Service,1048,692,430,618,382,794,142,90888,76509,3354,34103,42406,1
202099,31MAR21,01APR20,31MAR21,191,Pain Management Service,8153,7848,152,8001,7730,8052,48,78255,62480,5850,16186,46294,1
202099,31MAR21,01APR20,31MAR21,192,Intensive Care Medicine Service,3381,2099,3378,3,2,1154,984,1772,1484,83,952,532,1
202099,31MAR21,01APR20,31MAR21,199,"Non-UK Provider; specialty function not known, tre",541,0,541,0,0,198,73,34,0,4,0,0,1
202099,31MAR21,01APR20,31MAR21,211,Paediatric Urology Service,1464,1326,517,947,897,1441,127,10626,7666,779,2350,5316,1
202099,31MAR21,01APR20,31MAR21,212,Paediatric Transplantation Surgery Service,19,12,7,12,7,17,1,16,9,0,2,7,1
202099,31MAR21,01APR20,31MAR21,213,Paediatric Gastrointestinal Surgery Service,3,2,2,1,1,3,1,11,8,1,7,1,1
202099,31MAR21,01APR20,31MAR21,214,Paediatric Trauma and Orthopaedic Service,1864,1601,1288,576,504,1771,594,38921,28733,2843,11271,17462,1
202099,31MAR21,01APR20,31MAR21,215,Paediatric Ear Nose and Throat Service,1590,1418,818,772,747,1541,207,19854,14088,1515,5108,8980,1
202099,31MAR21,01APR20,31MAR21,216,Paediatric Ophthalmology Service,393,365,83,310,299,387,17,45542,32014,4914,8459,23555,1
202099,31MAR21,01APR20,31MAR21,217,Paediatric Oral and Maxillofacial Surgery Service,276,231,165,111,107,270,135,2116,1595,126,625,970,1
202099,31MAR21,01APR20,31MAR21,218,Paediatric Neurosurgery Service,746,597,537,209,195,605,170,3256,2622,166,577,2045,1
202099,31MAR21,01APR20,31MAR21,219,Paediatric Plastic Surgery Service,1353,1188,779,574,529,1330,514,9692,7859,610,2623,5236,1
202099,31MAR21,01APR20,31MAR21,220,Paediatric Burns Care Service,297,233,250,47,45,285,200,2857,2503,150,541,1962,1
202099,31MAR21,01APR20,31MAR21,221,Paediatric Cardiac Surgery Service,348,298,336,12,3,211,9,203,180,6,88,92,1
202099,31MAR21,01APR20,31MAR21,222,Paediatric Thoracic Surgery Service,7,4,7,0,0,4,0,20,19,0,7,12,1
202099,31MAR21,01APR20,31MAR21,223,Paediatric Epilepsy Service,54,42,41,13,12,50,8,5491,4329,306,671,3658,1
202099,31MAR21,01APR20,31MAR21,241,Paediatric Pain Management Service,1,1,0,1,1,1,0,496,390,36,75,315,1
202099,31MAR21,01APR20,31MAR21,242,Paediatric Intensive Care Service,765,536,762,3,1,301,229,248,219,29,23,196,1
202099,31MAR21,01APR20,31MAR21,251,Paediatric Gastroenterology Service,2649,2351,607,2042,1930,2542,147,14314,10551,959,2106,8445,1
202099,31MAR21,01APR20,31MAR21,252,Paediatric Endocrinology Service,1043,927,147,896,843,1016,31,11165,8352,717,1454,6898,1
202099,31MAR21,01APR20,31MAR21,253,Paediatric Clinical Haematology Service,2799,2440,648,2151,2047,2717,257,9293,7558,475,912,6646,1
202099,31MAR21,01APR20,31MAR21,254,Paediatric Audio Vestibular Medicine Service,35,33,6,29,28,35,1,8564,6273,770,2505,3768,1
